Source_Name,Signif_Avg,Pivot_Energy,Flux_Density,Flux1000,Energy_Flux100,Signif_Curve,Spectral_Index,PowerLaw_Index,Flux100_300,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_100000,Variability_Index,CLASS1
3FGL J0358.7+0633,9.649069,502.758,6.0192914E-12,6.02698E-10,1.056936E-11,1.5599228,2.633197,2.633197,1.7575694E-08,4.0577914E-09,4.804887E-10,1.1711268E-10,3.980182E-15,111.18788,bcu
3FGL J0409.4+3158,5.22737,1315.2179,2.8565233E-13,3.9805167E-10,5.1266057E-12,0.052955728,2.37288,2.37288,1.0805061E-08,0.000000001,1.4894168E-10,7.9911154E-11,1.9306856E-11,34.497665,bcu
3FGL J0418.0-0251,13.805226,772.0729,2.372786E-12,8.5882546E-10,1.2089253E-11,2.6997263,2.460699,2.460699,2.1403375E-08,3.4502836E-09,0.000000001,1.11311724E-10,9.09571E-16,122.77978,bcu
3FGL J0425.2+6319,8.518863,5364.9062,2.0760032E-14,5.7675364E-10,6.5049073E-12,1.4951633,1.9642084,1.9642084,7.595481E-09,1.8267939E-09,2.278582E-10,8.7791885E-11,8.593343E-11,46.986057,bcu
3FGL J0426.3+6827,7.123697,1078.8773,5.6666705E-13,4.9194493E-10,6.3647364E-12,0.33046547,2.3778424,2.3778424,9.794001E-09,2.4505242E-09,3.400188E-10,9.032297E-11,2.0797567E-11,48.955067,bcu
3FGL J0426.6+0459,7.8696713,674.6369,2.7181625E-12,6.3907196E-10,1.008111E-11,1.0182731,2.555271,2.555271,1.8366237E-08,3.6164314E-09,5.2287785E-10,9.376618E-11,1.1069033E-11,64.89135,bcu
3FGL J0427.3-3900,14.650994,546.15314,8.235038E-12,0.000000001,1.815244E-11,2.0248291,2.6719878,2.6719878,2.88957E-08,8.092529E-09,8.5180113E-10,1.2679505E-10,5.562928E-15,178.87125,bcu
3FGL J0429.8+2843,6.2392173,3789.6765,4.243096E-14,5.9535377E-10,6.716809E-12,3.0847318,1.9632007,1.9632007,3.4732321E-09,2.112068E-11,5.098023E-10,2.0719577E-10,5.0786736E-11,59.631634,bcu
3FGL J0430.5+1655,9.246601,990.063,1.1626054E-12,8.0882556E-10,1.0703668E-11,0.5755067,2.4016232,2.4016232,1.9541284E-08,4.0935744E-09,2.4943866E-10,1.5494156E-10,6.283367E-11,67.032265,bcu
3FGL J0431.6+7403,11.958912,2779.317,8.1077296E-14,6.196732E-10,6.942961E-12,0.12871414,1.9883561,1.9883561,0.000000002,1.5607234E-09,3.7497402E-10,1.5014587E-10,6.279992E-11,40.92294,bcu
3FGL J0433.1+3228,6.6730266,4076.1,2.924471E-14,4.744639E-10,5.3445347E-12,0.65271217,1.9683125,1.9683125,2.693015E-09,5.935331E-10,2.8252156E-10,9.2088705E-11,6.014653E-11,50.64294,bcu
3FGL J0433.7-6028,16.101904,575.74347,4.7749764E-12,7.9144064E-10,1.17835125E-11,1.8654236,2.5090756,2.5090756,1.1935748E-08,4.4657673E-09,8.129792E-10,1.0233498E-10,7.419613E-15,306.4846,bcu
3FGL J0434.0-5726,10.016818,2111.964,1.08819603E-13,4.807419E-10,5.374189E-12,0.94868004,1.998678,1.998678,0.000000004,6.347352E-10,4.3098564E-10,9.5974326E-11,5.366168E-11,62.95569,bcu
3FGL J0434.4-2341,7.163433,938.8749,6.5468307E-13,4.1889872E-10,5.267877E-12,1.922145,2.3456328,2.3456328,6.658297E-09,2.2178124E-09,2.7667374E-10,6.385641E-11,1.340864E-11,51.177917,bcu
3FGL J0434.6+0921,6.646857,2048.1504,1.3753302E-13,5.587463E-10,6.234429E-12,0.13007416,2.1147006,2.1147006,5.94898E-09,8.9864793E-10,3.8572326E-10,1.5411805E-10,1.9447385E-11,49.09414,bcu
3FGL J0439.6-3159,6.4371386,4885.434,1.2901713E-14,2.697541E-10,3.4170214E-12,0.20434527,1.7706273,1.7706273,2.9106245E-10,4.1579465E-14,3.1035996E-10,3.6474882E-11,5.2247442E-11,36.46374,bcu
3FGL J0439.9-1859,10.787533,2880.6628,6.4357164E-14,5.257341E-10,6.0319215E-12,0.26655975,1.9193248,1.9193248,7.538911E-09,1.1151101E-09,3.341275E-10,1.3762406E-10,5.0339607E-11,60.32584,bcu
3FGL J0440.3+1444,7.4179993,837.73114,1.603135E-12,7.512428E-10,9.875431E-12,1.7572268,2.3947365,2.3947365,1.1624105E-08,3.8691432E-09,6.8009426E-10,8.715345E-11,2.5240336E-11,43.177288,bcu
3FGL J0444.5+3425,4.568244,2327.1736,9.328138E-14,4.964065E-10,5.6456528E-12,1.6590533,2.1834877,2.1834877,2.2735989E-09,2.1288855E-09,5.96607E-10,1.1954349E-10,1.0708342E-11,54.686214,bcu
3FGL J0453.2+6321,10.503916,1212.3392,5.971493E-13,6.954588E-10,8.754986E-12,1.7699888,2.3468823,2.3468823,0.000000017,2.542215E-09,3.6913056E-10,1.2981441E-10,5.128491E-11,70.864334,bcu
3FGL J0456.3+2702,10.567217,631.65533,5.0475422E-12,1.1155076E-09,1.569309E-11,2.9576044,2.4601622,2.4601622,2.265172E-08,7.2365127E-09,0.000000001,1.9966301E-10,1.2525911E-11,97.49544,bcu
3FGL J0501.8+3046,6.2746243,2949.8982,6.310899E-14,5.55727E-10,6.211743E-12,0.8268272,2.1242943,2.1242943,6.0703442E-09,2.922747E-09,3.0638875E-10,1.6566757E-11,9.853264E-11,53.01629,bcu
3FGL J0502.7+3438,8.594376,1189.9481,8.1883307E-13,9.45158E-10,1.1359033E-11,2.4219985,2.2862785,2.2862785,1.2094638E-08,3.3872978E-09,1.1015806E-09,1.5223159E-10,3.1653197E-11,145.0849,bcu
3FGL J0503.4+4522,8.122579,1128.3516,8.959453E-13,8.74684E-10,1.1135473E-11,1.0291444,2.359912,2.359912,1.2594034E-08,5.317087E-09,2.2113053E-10,1.8041205E-10,5.4660193E-11,66.61635,bcu
3FGL J0505.5-1558,6.272465,2045.3723,9.095108E-14,3.691802E-10,4.1114855E-12,0.5951947,2.1020408,2.1020408,2.4895277E-09,1.1518871E-09,3.4090103E-10,5.4867905E-11,3.2529448E-11,38.45467,bcu
3FGL J0506.9-5435,14.855559,5260.4155,2.6842127E-14,5.9760663E-10,9.028303E-12,2.1018183,1.6029693,1.6029693,5.745062E-09,1.5114945E-10,2.1745994E-10,2.5102476E-10,1.1200936E-10,43.189434,bcu
3FGL J0508.2-1936,4.5887985,969.7004,3.7987801E-13,2.5649632E-10,3.3089404E-12,2.204516,2.3746915,2.3746915,5.14307E-10,0.000000001,2.8007846E-10,5.636109E-11,2.0643832E-15,44.338326,bcu
3FGL J0509.7-6418,8.470221,2825.913,5.1017736E-14,4.0342307E-10,4.508449E-12,0.66399616,2.0002272,2.0002272,7.3282957E-09,8.897739E-10,2.0462126E-10,5.542029E-11,6.5337194E-11,52.283237,bcu
3FGL J0512.2+2918,4.5955343,727.6304,1.5527913E-12,4.3717915E-10,7.0200607E-12,0.65189725,2.568894,2.568894,7.3442057E-09,0.000000002,5.0242493E-10,4.2019044E-11,8.251457E-12,61.60207,bcu
3FGL J0512.9+4038,7.335994,2377.0662,1.2959509E-13,7.214833E-10,8.0333075E-12,2.1214533,2.1003633,2.1003633,6.236393E-09,1.36907E-09,6.671514E-10,1.8558033E-10,4.329243E-11,56.46021,bcu
3FGL J0515.5-0123,4.622632,5499.3774,8.544978E-15,2.1846745E-10,2.8063736E-12,2.1202123,1.7548279,1.7548279,1.4193406E-11,2.7517051E-11,1.5237439E-10,9.120043E-11,2.002909E-11,33.332645,bcu
3FGL J0519.3+2746,4.2545767,2101.0125,1.1572534E-13,4.898048E-10,6.082474E-12,0.28537944,2.3303103,2.3303103,1.734307E-08,1.0559806E-09,2.701642E-10,1.14648215E-10,3.031782E-11,36.898254,bcu
3FGL J0519.5+0852,7.9407525,1041.919,2.0790863E-12,1.0741946E-09,1.1094899E-11,5.0001154,2.7853086,2.4246483,1.1861992E-08,4.6353565E-09,8.2388657E-10,1.135769E-10,1.7843827E-15,51.357967,bcu
3FGL J0521.7+0103,6.7074223,6792.6963,8.599437E-15,3.0607636E-10,4.152188E-12,1.2743291,1.6986098,1.6986098,3.9970115E-12,2.2542192E-10,1.2005977E-10,8.845547E-11,6.149996E-11,50.909836,bcu
3FGL J0521.9-3847,4.4991326,649.92395,1.1566917E-12,2.2925165E-10,3.9836103E-12,0.04575675,2.6267188,2.6267188,1.4742308E-08,6.6406114E-10,1.897622E-10,3.971453E-11,1.26100744E-11,98.70408,bcu
3FGL J0522.9-3628,70.42971,321.474,1.14793335E-10,4.7344524E-09,6.177608E-11,2.778908,2.341233,2.4353359,9.14417E-08,2.4088546E-08,3.829229E-09,6.148073E-10,1.3478639E-10,678.85785,bcu
3FGL J0525.6-6013,13.130961,4675.131,3.0773534E-14,5.858148E-10,7.730187E-12,3.043391,1.7262084,1.7262084,1.1837322E-09,6.439398E-10,2.5090505E-10,2.459052E-10,7.353181E-11,58.428936,bcu
3FGL J0525.8-2014,5.2700715,2014.0297,8.112601E-14,3.2119715E-10,3.56779E-12,1.0220304,2.0626645,2.0626645,1.6528743E-09,7.5999124E-10,2.1818826E-10,1.0099667E-10,1.2428618E-11,51.16473,bcu
3FGL J0526.0+4253,7.227222,721.27893,2.2499233E-12,7.065509E-10,9.678229E-12,3.1635096,2.435518,2.435518,1.1338531E-08,4.8904143E-09,5.0405646E-10,9.559709E-11,7.2254806E-16,54.262737,bcu
3FGL J0526.6+6321,6.1687346,621.1527,1.7406185E-12,3.3711628E-10,5.214304E-12,2.120517,2.5399,2.5399,9.302043E-09,1.5450734E-09,3.9349637E-10,2.420258E-11,2.6252696E-16,50.702606,bcu
3FGL J0528.3+1815,4.869204,10329.59,3.302211E-15,2.2644887E-10,3.2530287E-12,2.001723,1.6458695,1.6458695,2.1188741E-10,2.276824E-10,1.781887E-10,7.2748564E-11,5.0889327E-11,35,bcu
3FGL J0529.1+0933,8.152839,1451.7008,4.2101533E-13,7.567276E-10,9.298115E-12,0.50135803,2.3168018,2.3168018,1.1688518E-08,3.422622E-09,5.1619886E-10,3.1236732E-11,6.673509E-11,59.85601,bcu
3FGL J0529.8-7242,8.736633,873.61554,1.02297E-12,4.960435E-10,7.0958283E-12,0.19193392,2.4750051,2.4750051,1.566011E-08,2.8847664E-09,2.1804801E-10,1.115762E-10,1.5708743E-11,94.29129,bcu
3FGL J0532.0-4827,73.83255,791.88806,1.5814886E-11,8.3622425E-09,7.788545E-11,4.12102,2.0313282,2.104481,5.7227624E-08,2.3176064E-08,6.1429004E-09,1.8425432E-09,3.559431E-10,2337.9316,bcu
3FGL J0533.0-3939,6.844313,826.60834,9.0164134E-13,3.7714715E-10,5.474353E-12,0.08627251,2.487667,2.487667,4.8661044E-09,2.2400606E-09,2.8195776E-10,5.1195694E-11,1.5168988E-11,55.417564,bcu
3FGL J0535.6-2749,4.289561,1316.5565,1.7985037E-13,2.466702E-10,3.3079962E-12,0.49224442,2.414992,2.414992,7.665225E-09,7.582196E-10,1.4002437E-10,2.9669985E-11,1.4043279E-11,40.33173,bcu
3FGL J0538.4-3909,6.469055,2761.1833,4.3736136E-14,3.3123154E-10,3.6818317E-12,0.07807173,2.0408134,2.0408134,3.9240518E-09,4.789261E-10,2.3900862E-10,7.3546405E-11,2.747014E-11,52.7418,bcu
3FGL J0542.2-8737,6.431914,2499.957,6.744625E-14,4.1702988E-10,4.6361374E-12,0.3079779,2.0389495,2.0389495,5.856318E-09,3.4024575E-10,2.4402144E-10,1.6011939E-10,2.434163E-11,50.01504,bcu
3FGL J0542.5-0907c,7.394916,426.1331,1.1925447E-11,8.5116403E-10,1.3642218E-11,2.8084548,2.5674772,2.5674772,2.3872017E-08,4.4088773E-09,7.7205853E-10,8.917821E-11,1.22379515E-14,64.054955,bcu
3FGL J0553.5-2036,9.562103,1955.145,1.7142528E-13,6.5163513E-10,7.306662E-12,3.1932528,1.9851698,1.9851698,2.104101E-12,1.0681254E-09,5.9226407E-10,1.6241151E-10,2.3394054E-11,62.652023,bcu
3FGL J0602.2+5314,8.83647,3115.6838,5.6841464E-14,5.499644E-10,6.1167486E-12,0.10994543,2.033428,2.033428,1.1909814E-08,4.8237325E-10,3.5750683E-10,1.5881803E-10,4.7627943E-11,52.397324,bcu
3FGL J0602.8-4016,15.319754,3068.7917,1.1427099E-13,1.0543847E-09,1.20780365E-11,1.8690997,1.9229039,1.9229039,1.8087881E-09,1.5460034E-09,5.710435E-10,3.7363343E-10,9.49637E-11,49.64071,bcu
3FGL J0603.8+2155,6.9361916,3801.993,5.649013E-14,8.435936E-10,9.393598E-12,0.1486199,2.1009274,2.1009274,7.630401E-09,2.7937863E-09,5.1970617E-10,1.5000491E-10,6.10832E-11,109.60937,bcu
3FGL J0604.7-4849,5.056525,1264.2731,2.2232276E-13,2.7862523E-10,3.6764537E-12,1.0898266,2.3986256,2.3986256,5.6125127E-09,1.6856616E-09,6.892222E-11,6.790172E-11,8.229966E-12,36.781834,bcu
3FGL J0606.4-4729,6.36882,1384.5354,2.2697766E-13,3.6393163E-10,4.5090286E-12,1.2060738,2.3274436,2.3274436,8.901628E-09,4.9756604E-10,4.0736267E-10,5.851003E-11,2.4297316E-11,36.574783,bcu
3FGL J0611.2+4323,8.090446,2246.1619,1.0433361E-13,5.1404975E-10,5.8136065E-12,1.3948759,2.1679258,2.1679258,1.3612401E-08,0.000000001,2.4614397E-10,1.1388853E-10,5.1546795E-11,42.99509,bcu
3FGL J0611.7+2759,5.334651,1581.546,2.6810666E-13,5.947179E-10,7.1040045E-12,1.0110219,2.2772093,2.2772093,7.3622934E-09,1.3915848E-09,5.645532E-10,1.7477232E-10,4.036351E-12,54.82162,bcu
3FGL J0618.2-2429,5.8211293,817.40283,8.26107E-13,3.5779146E-10,4.8068945E-12,2.1983216,2.4167824,2.4167824,5.7193144E-09,1.9284243E-09,2.768885E-10,6.324828E-11,1.1317313E-15,32.28877,bcu
3FGL J0618.9-1138,5.6261306,810.6918,1.3456616E-12,5.4495214E-10,7.746858E-12,0.07136391,2.46949,2.46949,1.6437543E-08,2.6131188E-09,5.1786964E-10,8.142307E-11,1.298543E-11,25.358873,bcu
3FGL J0620.4+2644,5.032357,8858.444,5.075642E-15,2.712859E-10,3.878855E-12,1.3333155,1.6500192,1.6500192,8.153094E-09,6.1364776E-15,2.5704802E-10,1.194645E-10,3.6782785E-11,31.930893,bcu
3FGL J0622.9+3326,56.144344,507.6307,3.7253752E-11,0.000000007,7.052909E-11,2.9723237,2.0951297,2.182523,6.572282E-08,2.2786528E-08,5.2420255E-09,1.4668138E-09,3.1209055E-10,3202.1382,bcu
3FGL J0623.3+3043,5.163136,4295.587,2.1201897E-14,3.6876532E-10,4.2857167E-12,2.0606675,1.8931121,1.8931121,5.0783138E-09,1.1345639E-14,1.3858915E-10,1.8287172E-10,3.004715E-11,44.471672,bcu
3FGL J0626.6-4259,7.3989377,4885.394,1.6651943E-14,3.437928E-10,4.4781128E-12,3.658795,1.739764,1.739764,0.000000002,3.3214723E-10,1.6338388E-10,1.1432187E-10,6.0357205E-11,48.268463,bcu
3FGL J0627.9-1517,4.4839325,576.22656,2.0705826E-12,2.6776598E-10,5.3695026E-12,1.857096,2.723457,2.723457,1.0583633E-08,2.5927265E-09,3.1431014E-11,1.37423545E-11,3.2381275E-11,52.66005,bcu
3FGL J0630.3+6906,4.219523,1108.9446,2.445107E-13,2.2452636E-10,2.9464682E-12,0.27129838,2.3929586,2.3929586,3.089725E-09,7.3579254E-10,2.1158057E-10,4.2373643E-11,4.0637623E-12,28.436813,bcu
3FGL J0631.2+2019,5.910351,1276.8217,5.2904816E-13,6.6037537E-10,9.292734E-12,0.52416635,2.4604046,2.4604046,1.963245E-08,3.8078385E-09,4.13674E-10,1.1852294E-10,3.414765E-11,61.114433,bcu
3FGL J0640.0-1252,7.9613237,11405.307,4.7541685E-15,3.335911E-10,5.6550992E-12,1.6603358,1.5125129,1.5125129,2.1274103E-13,2.5319394E-10,8.203265E-11,1.2786164E-10,8.1126585E-11,42.74656,bcu
3FGL J0641.8-0319,4.0636797,835.9329,1.3238362E-12,5.8576716E-10,8.189228E-12,2.1083074,2.4544868,2.4544868,1.4369329E-08,2.5498041E-09,6.350299E-10,1.5026831E-10,4.1981896E-16,106.547,bcu
3FGL J0643.4-5358,6.5595064,943.0987,5.853219E-13,3.5105774E-10,4.8502287E-12,0.30590805,2.4435904,2.4435904,0.000000008,7.765146E-10,3.640226E-10,5.3942673E-11,6.686082E-12,67.54599,bcu
3FGL J0644.3-6713,47.81544,1017.7888,4.1963733E-12,0.000000004,4.396556E-11,2.4190483,2.095214,2.095214,3.510453E-08,1.0755408E-08,0.000000003,0.000000001,1.9048832E-10,559.80994,bcu
3FGL J0644.6-2853,4.8087482,2428.1887,5.412208E-14,3.151205E-10,3.514038E-12,0.69285524,2.111158,2.111158,6.287828E-09,5.3901317E-11,2.60759E-10,9.822961E-11,7.759226E-12,50.607227,bcu
3FGL J0646.4-5452,7.0558343,1642.7186,3.303226E-13,6.0920585E-10,2.5535264E-12,4.0506873,2.1886067,2.2941885,5.743082E-12,1.1700843E-09,4.7875065E-10,6.0142134E-11,4.1529776E-15,48.97348,bcu
3FGL J0647.0-5134,5.5342765,1716.646,1.2618834E-13,3.4497952E-10,3.932596E-12,1.1786888,2.1893964,2.1893964,6.084391E-09,8.9606456E-10,1.5844642E-10,7.04945E-11,4.0256475E-11,37.540962,bcu
3FGL J0647.1-4415,4.2433424,1327.7402,1.7116583E-13,2.47033E-10,3.1035086E-12,1.1199021,2.3444579,2.3444579,0.000000008,3.9806963E-10,7.5346424E-11,1.06838816E-10,5.5832097E-12,34.662807,bcu
3FGL J0647.6-6058,13.574689,865.6974,1.5549222E-12,8.289393E-10,1.034763E-11,0.99102974,2.336734,2.336734,1.0125384E-08,3.5713832E-09,7.094993E-10,1.5533677E-10,2.4852566E-11,81.92495,bcu
3FGL J0648.1+1606,5.2700963,8487.952,4.3120957E-15,2.4070426E-10,3.0385542E-12,0.40380868,1.7746266,1.7746266,1.3801127E-08,1.0784216E-09,1.810566E-10,8.145533E-11,3.0283897E-11,34.501343,bcu
3FGL J0649.6-3138,9.710809,5699.456,2.0002902E-14,5.3675014E-10,7.0657638E-12,1.2610159,1.7286855,1.7286855,1.9402826E-09,9.575999E-11,2.7554814E-10,2.028435E-10,8.036678E-11,46.53397,bcu
3FGL J0650.4-1636,7.2209163,1013.5065,1.1778455E-12,8.486255E-10,1.1588246E-11,2.8903403,2.4325619,2.4325619,1.2186904E-08,0.000000005,8.8190844E-10,9.963193E-11,1.4875018E-11,55.404324,bcu
3FGL J0650.5+2055,10.029927,9278.518,8.0179885E-15,4.2686182E-10,6.8174134E-12,0.93810654,1.5582567,1.5582567,3.4687666E-09,3.1113476E-10,1.3676381E-10,1.4424863E-10,1.070395E-10,46.237156,bcu
3FGL J0651.3+4014,6.7715364,2073.5005,9.8157214E-14,4.0898E-10,4.5677568E-12,0.06871462,2.1201143,2.1201143,2.891865E-09,1.4470315E-09,1.5044255E-10,1.08031833E-10,4.157205E-11,54.398518,bcu
3FGL J0652.0-4808,5.597442,3236.3447,2.89985E-14,3.0393218E-10,3.3776712E-12,2.3053007,2.0442283,2.0442283,9.339447E-09,6.878517E-10,1.2139749E-10,4.5219342E-11,4.779626E-11,37.98534,bcu
3FGL J0653.6+2817,10.330919,1289.6027,4.4246532E-13,6.255396E-10,7.346831E-12,0.15055877,2.2499437,2.2499437,1.0559311E-08,1.4310617E-09,3.575053E-10,2.1123021E-10,2.2266093E-11,55.942528,bcu
3FGL J0654.5+0926,4.9189653,598.168,2.3230244E-12,3.5438633E-10,6.515119E-12,1.3738213,2.6658497,2.6658497,9.33115E-09,3.0757865E-09,3.0792266E-10,2.6863834E-11,1.000126E-15,48.148643,bcu
3FGL J0658.3-5832,4.09279,1011.3653,3.567512E-13,2.6115493E-10,3.457064E-12,0.1840184,2.4019325,2.4019325,7.745427E-09,5.850767E-10,3.6114098E-10,2.4298499E-11,1.2625824E-11,34.718445,bcu
3FGL J0658.6+0636,6.0587025,920.60315,9.217808E-13,5.0669235E-10,7.295279E-12,0.62780946,2.4806616,2.4806616,1.4144816E-08,1.7570401E-09,4.8759924E-10,7.52459E-11,2.831799E-11,37.001747,bcu
3FGL J0700.0+1709,9.783067,513.0969,5.4439647E-12,5.369978E-10,1.0191845E-11,2.562281,2.6873162,2.6873162,1.7111992E-08,3.5431207E-09,3.5759715E-10,7.38706E-11,1.7484834E-15,57.67402,bcu
3FGL J0700.2+1304,6.059626,5177.6997,1.4212447E-14,3.3505446E-10,4.1262796E-12,1.1665969,1.8048596,1.8048596,1.1432939E-09,2.4341453E-14,3.7275769E-10,1.0050072E-10,3.902947E-11,30.188065,bcu
3FGL J0700.3-6310,5.6946387,3435.258,2.5460718E-14,2.9698166E-10,3.323489E-12,1.4165884,1.9936056,1.9936056,5.8779244E-09,3.1287145E-10,1.9306193E-10,1.0024453E-10,1.6395095E-11,60.926304,bcu
3FGL J0703.4-3914,8.797896,1105.949,6.451023E-13,6.2917876E-10,7.570131E-12,2.7340713,2.2879305,2.2879305,6.7667147E-09,2.4410003E-09,5.6159016E-10,1.2894008E-10,1.1993085E-11,60.4907,bcu
3FGL J0706.1-4849,7.794215,944.9284,1.0906003E-12,6.729857E-10,8.99779E-12,1.0480644,2.4119742,2.4119742,1.0522428E-08,3.8533834E-09,5.63347E-10,1.2169006E-10,1.8688589E-11,55.753487,bcu
3FGL J0708.9+2239,7.224115,2014.2445,1.2308455E-13,4.8607685E-10,5.401128E-12,1.724384,2.0765007,2.0765007,1.1242404E-09,1.0806117E-09,3.4333317E-10,1.3238366E-10,1.5424875E-11,56.595562,bcu
3FGL J0712.2-6436,5.405089,1064.1014,4.130593E-13,3.4579578E-10,4.4964596E-12,0.17996496,2.3832674,2.3832674,3.8902486E-09,1.380139E-09,4.2169554E-10,7.123998E-11,1.5079133E-15,42.97276,bcu
3FGL J0720.0-4010,6.0071306,1815.8378,1.622247E-13,4.974176E-10,5.7725712E-12,0.7596816,2.2281916,2.2281916,1.14825935E-08,1.5548458E-09,2.5831667E-10,1.4678604E-10,1.1545044E-11,35.512005,bcu
3FGL J0723.2-0728,4.2402825,7051.3735,7.081702E-15,2.8993485E-10,3.589392E-12,0.4130234,1.7982008,1.7982008,5.8646865E-09,6.06774E-11,8.2188416E-11,9.687606E-11,5.6333684E-11,37.699646,bcu
3FGL J0723.7+2050,5.692318,1092.5007,3.9779513E-13,3.508977E-10,4.6367476E-12,1.0936369,2.4001029,2.4001029,8.348772E-09,1.7207256E-09,1.0875275E-10,7.577175E-11,1.7678765E-11,53.225887,bcu
3FGL J0725.8-0054,14.184597,1474.2987,5.6558875E-13,1.1084673E-09,1.2631757E-11,1.1147264,2.1885626,2.1885626,1.33540174E-08,0.000000003,6.612607E-10,2.8794553E-10,7.735046E-11,49.075203,bcu
3FGL J0728.0+4828,4.2501316,1302.6952,1.6895331E-13,2.3033694E-10,2.9617504E-12,0.18957746,2.3710895,2.3710895,5.7478484E-09,5.008159E-10,1.6543913E-10,6.2049275E-11,6.139333E-12,36.693455,bcu
3FGL J0729.5-3127,4.835667,612.4987,2.3088172E-12,3.799776E-10,6.8672824E-12,0.42688236,2.6541553,2.6541553,1.2910065E-08,0.000000003,2.7944141E-10,1.3540306E-11,1.3338327E-11,51.85861,bcu
3FGL J0730.5-0537,7.972369,2351.5002,1.06683854E-13,5.805914E-10,6.4647055E-12,0.60439223,2.100549,2.100549,7.5236315E-09,1.339445E-09,3.0827263E-10,2.1862617E-10,1.8896704E-11,46.796757,bcu
3FGL J0730.5-6606,8.579192,4757.3667,2.44457E-14,4.9133014E-10,6.1274948E-12,0.37679997,1.7891129,1.7891129,4.810035E-09,5.1803956E-10,2.2948025E-10,1.753044E-10,6.53987E-11,41.11667,bcu
3FGL J0732.2-4638,10.847707,600.7349,6.8894595E-12,7.6162987E-10,9.333303E-12,5.359708,2.353876,2.556905,1.0462562E-08,4.7176756E-09,8.006773E-10,1.2817863E-11,1.6155309E-15,104.6609,bcu
3FGL J0733.5+5153,6.2512593,5855.6396,8.923696E-15,2.526379E-10,3.2877106E-12,0.77993184,1.7407517,1.7407517,6.425677E-12,2.7816707E-11,2.2457733E-10,5.357319E-11,4.2597325E-11,39.417553,bcu
3FGL J0734.3-7709,17.206337,847.4518,2.6261836E-12,1.3898808E-09,1.6750348E-11,2.1934073,2.2903166,2.2903166,0.000000013,6.3978125E-09,1.1449595E-09,2.3458877E-10,3.6211166E-11,124.029,bcu
3FGL J0742.4-8133c,4.517648,18738.762,9.46766E-16,1.3134559E-10,2.378147E-12,0.9391303,1.4638817,1.4638817,2.5845035E-09,1.482487E-10,6.359191E-11,2.1047455E-11,4.6636674E-11,25.343918,bcu
3FGL J0744.1-3804,4.291521,474.56494,4.630764E-12,3.7371994E-10,7.0212616E-12,0.9626317,2.6805177,2.6805177,1.682117E-08,2.4944806E-09,4.1807016E-10,3.389598E-11,1.7171072E-15,37.84541,bcu
3FGL J0744.8-4028,7.48142,1067.3691,8.65313E-13,7.5109297E-10,9.397465E-12,1.9820027,2.3395307,2.3395307,1.3155354E-08,1.6234915E-09,8.1076845E-10,1.8206417E-10,4.2293304E-15,39.483074,bcu
3FGL J0746.6-0706,4.851088,2255.3826,9.078091E-14,4.5112059E-10,5.1464982E-12,1.3933165,2.1912892,2.1912892,2.660593E-12,2.223856E-09,4.31057E-10,1.10228285E-10,9.398534E-12,52.783,bcu
3FGL J0746.6-4756,14.614879,1454.7648,6.559108E-13,1.2139683E-09,1.4294098E-11,2.050933,2.254269,2.254269,2.2900391E-08,3.4220369E-09,7.188419E-10,2.1726511E-10,1.0497179E-10,72.011444,bcu
3FGL J0746.9+8511,9.661834,4648.864,1.9616295E-14,3.7805709E-10,4.721736E-12,0.08869899,1.7873349,1.7873349,5.61629E-09,6.242211E-10,2.061713E-10,9.9896716E-11,6.219616E-11,37.23049,bcu
3FGL J0747.2-3311,19.537493,826.9346,5.871894E-12,2.8852762E-09,3.525508E-11,1.2658498,2.3094358,2.3094358,4.5080878E-08,1.2383857E-08,2.209982E-09,4.5766055E-10,1.0002863E-10,194.0076,bcu
3FGL J0748.0-1639,7.997309,564.7517,4.8664415E-12,6.8459144E-10,1.1535709E-11,3.7232487,2.604667,2.604667,1.8932996E-08,0.000000005,6.9121575E-10,3.643029E-11,6.5451256E-12,67.65645,bcu
3FGL J0748.5+7910,4.719895,993.0113,3.0355398E-13,2.21839E-10,2.7852646E-12,2.9699519,2.3437176,2.3437176,6.6223255E-10,1.1788047E-09,2.7483218E-10,4.1128916E-11,6.6242026E-16,64.07391,bcu
3FGL J0748.8+4929,5.672739,1104.461,3.5485994E-13,3.3374434E-10,4.1741255E-12,1.4219722,2.3390694,2.3390694,3.5822048E-09,1.248063E-09,2.9809236E-10,5.749642E-11,1.0816065E-12,40.848286,bcu
3FGL J0749.4+1059,6.0430903,1611.5459,1.7143699E-13,4.062529E-10,4.6578436E-12,1.366958,2.203019,2.203019,5.7208873E-09,9.1809077E-10,3.3763511E-10,8.3260815E-11,2.5251875E-11,63.405533,bcu
3FGL J0756.3-6433,7.7914205,1628.5342,2.0892016E-13,5.043866E-10,5.8205402E-12,0.62134045,2.2169576,2.2169576,7.266212E-09,1.6556934E-09,3.3232034E-10,8.1930726E-11,3.5676025E-11,44.593407,bcu
3FGL J0803.3-0339,14.484219,1900.8683,2.7837688E-13,0.000000001,1.1152476E-11,1.3521359,1.9962784,1.9962784,6.686324E-09,2.1853914E-09,6.567548E-10,2.7245672E-10,6.844619E-11,69.53011,bcu
